"BRCD","BRANCH","CIRCLE","NETWORK","MOD NO","MODULE","REG NO","BGL","BGLDESC","REF","AMOUNT","POST DATE","DAYS","TAT","SL NO","OVERDUE","DAYS PASSED"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466635541","-3000","2025-03-01","17","45","2","-28","18"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401814386","-10000","2025-02-21","25","45","3","-20","26"
"2281","AGRI COMM BRANCH TIRUVENGADU            ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250310592347353","-1000","2025-03-10","8","45","3","-37","9"
"3081","SME BRANCH, THUVAKUDI                   ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000465890106","-165436","2025-02-20","26","45","2","-19","27"
"3161","TENNUR(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466295041","7000","2025-02-26","20","45","1","-25","21"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000466462098","50000","2025-02-28","18","45","1","-27","19"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561226420","-2000","2025-02-24","22","45","3","-23","23"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561226569","-500","2025-02-24","22","45","3","-23","23"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317493450001","-500","2025-03-17","1","45","3","-44","2"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317493450332","-100","2025-03-17","1","45","3","-44","2"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466347190","-336.58","2025-02-27","19","45","2","-26","20"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466957116","-200","2025-03-05","13","45","2","-32","14"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467021513","-500","2025-03-06","12","45","2","-33","13"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000468064159","-500","2025-03-18","0","45","2","-45","1"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466306245","-16889.9","2025-02-26","20","45","2","-25","21"
"3372","PALAKARAI(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317493469849","-1900","2025-03-17","1","45","3","-44","2"
"3373","AGRI COMM BRANCH AMBATHURAI             ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466408250","-39590.92","2025-02-27","19","45","2","-26","20"
"3373","AGRI COMM BRANCH AMBATHURAI             ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000465880927","-18226.35","2025-02-20","26","45","2","-19","27"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000465507562","-1000","2025-02-16","30","45","3","-15","31"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401849152","-150","2025-02-21","25","45","3","-20","26"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561230350","-1000","2025-02-24","22","45","3","-23","23"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561231709","-2000","2025-02-24","22","45","3","-23","23"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250315410711640","-0.9","2025-03-15","3","45","3","-42","4"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467925831","-14500","2025-03-17","1","45","2","-44","2"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467096956","-1000","2025-03-07","11","45","2","-34","12"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000464520352","-6000","2025-02-04","42","45","2","-3","43"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000465518800","-2958.9","2025-02-17","29","45","2","-16","30"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467663217","-169916","2025-03-13","5","45","2","-40","6"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467666815","-128696","2025-03-13","5","45","2","-40","6"
"3395","AGRI COMM BRANCH PERAVURANI             ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466641821","-1000","2025-03-01","17","45","2","-28","18"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466623716","-1000","2025-03-01","17","45","2","-28","18"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467736200","-1000","2025-03-14","4","45","2","-41","5"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468072687","146100","2025-03-18","0","45","1","-45","1"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466396596","214.3","2025-02-27","19","45","1","-26","20"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468070806","150000","2025-03-18","0","45","1","-45","1"
"3408","ANANDUR ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465447761","52392","2025-02-15","31","45","1","-14","32"
"3778","WORAIYUR (TRICHY)                       ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250228531268556","-1700","2025-02-28","18","45","3","-27","19"
"3778","WORAIYUR (TRICHY)                       ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250304487950770","-10000","2025-03-04","14","45","3","-31","15"
"3778","WORAIYUR (TRICHY)                       ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318520913318","-23200","2025-03-18","0","45","3","-45","1"
"3778","WORAIYUR (TRICHY)                       ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467975921","-6758.13","2025-03-17","1","45","2","-44","2"
"3778","WORAIYUR (TRICHY)                       ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466759287","-4573.72","2025-03-03","15","45","2","-30","16"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000463665220","500","2025-01-27","50","NA","NIL","NA","51"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98744","SD - UNIDENTIFIED CREDITS","SYS00000000468079187","50000","2025-03-18","0","45","1","-45","1"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467081119","-2000","2025-03-06","12","45","2","-33","13"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000466260791","-11.8","2025-02-25","21","45","3","-24","22"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561498966","-4000","2025-02-24","22","45","3","-23","23"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224561498851","-4000","2025-02-24","22","45","3","-23","23"
"3831","AMMAPET ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467178409","6000","2025-03-07","11","45","1","-34","12"
"4060","SME BRANCH, TIRUCHIRAPALLI              ","CHENNAI","2","22","TRICHY","9","98746","SD - EXCESS CASH","SYS00000000462417810","500","2025-01-13","64","NA","NIL","NA","65"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250220450476365","-9","2025-02-20","26","45","3","-19","27"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562130358","-500","2025-02-24","22","45","3","-23","23"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562130698","-5524.78","2025-02-24","22","45","3","-23","23"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000464939812","-4500","2025-02-10","36","45","2","-9","37"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467955371","-2000","2025-03-17","1","45","2","-44","2"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000468055827","-1714.69","2025-03-18","0","45","2","-45","1"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468055906","7000","2025-03-18","0","45","1","-45","1"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000467984639","60","2025-03-17","1","7","6","-6","2"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000467984641","60","2025-03-17","1","7","6","-6","2"
"4883","AGRI COMM BRANCH ANNAVASAL              ","CHENNAI","2","22","TRICHY","4","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000467985757","90","2025-03-17","1","7","6","-6","2"
"4892","MIMISAL ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000464521298","-10000","2025-02-05","41","45","3","-4","42"
"4892","MIMISAL ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466157601","-15000","2025-02-24","22","45","2","-23","23"
"4892","MIMISAL ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467422703","-3500","2025-03-11","7","45","2","-38","8"
"4892","MIMISAL ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000466405104","10000","2025-02-27","19","NA","NIL","NA","20"
"4892","MIMISAL ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466313888","193108.5","2025-02-26","20","45","1","-25","21"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000466420515","10000","2025-02-27","19","45","1","-26","20"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467835848","16080","2025-03-15","3","45","1","-42","4"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402085081","-10000","2025-02-21","25","45","3","-20","26"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000468090078","-6024.78","2025-03-18","0","45","3","-45","1"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318479795816","-2000","2025-03-18","0","45","3","-45","1"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318520911976","-1500","2025-03-18","0","45","3","-45","1"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466756691","-2000","2025-03-03","15","45","2","-30","16"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000467732066","-2000","2025-03-14","4","45","2","-41","5"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465611420","2648","2025-02-17","29","45","1","-16","30"
"4894","AGRI COMM BRANCH RAMESWARAM             ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468096833","100000","2025-03-18","0","45","1","-45","1"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000465795478","-11.8","2025-02-19","27","45","3","-18","28"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562134932","-1200","2025-02-24","22","45","3","-23","23"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466749700","-2000","2025-03-03","15","45","2","-30","16"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466759327","-2332.06","2025-03-03","15","45","2","-30","16"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466759330","-100000","2025-03-03","15","45","2","-30","16"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466762047","-8300.85","2025-03-03","15","45","2","-30","16"
"4898","VEMBATTUR ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465759758","6300","2025-02-19","27","45","1","-18","28"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467077941","-4530.82","2025-03-06","12","45","2","-33","13"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467486035","-11770","2025-03-11","7","45","2","-38","8"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000468092274","-168098.47","2025-03-18","0","45","2","-45","1"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000463658968","500","2025-01-27","50","NA","NIL","NA","51"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000464400247","500","2025-02-03","43","NA","NIL","NA","44"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000464990760","6000","2025-02-10","36","NA","NIL","NA","37"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98746","SD - EXCESS CASH","SYS00000000466649684","4000","2025-03-01","17","NA","NIL","NA","18"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467744174","13000","2025-03-14","4","45","1","-41","5"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468094110","1186327","2025-03-18","0","45","1","-45","1"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468094881","90504.27","2025-03-18","0","45","1","-45","1"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250318269468885","4300","2025-03-18","0","15","7","-15","1"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467028497","365.2","2025-03-06","12","45","1","-33","13"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000468094880","47000","2025-03-18","0","45","1","-45","1"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562135839","-8000","2025-02-24","22","45","3","-23","23"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466310291","-120908","2025-02-26","20","45","2","-25","21"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000465690852","-2360","2025-02-18","28","45","2","-17","29"
"4899","VOC NAGAR (THANJAVUR)                   ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000466312304","-7200","2025-02-26","20","45","2","-25","21"
"5132","PONNAMARAVATHI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250217438266286","-100","2025-02-17","29","45","3","-16","30"
"5132","PONNAMARAVATHI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562200217","-4000","2025-02-24","22","45","3","-23","23"
"5132","PONNAMARAVATHI ","CHENNAI","2","22","TRICHY","4","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000467984646","714000","2025-03-17","1","7","6","-6","2"
"5384","AGRI COMM BRANCH ARASARKULAM            ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562227194","-4000","2025-02-24","22","45","3","-23","23"
"5384","AGRI COMM BRANCH ARASARKULAM            ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467460297","-1000","2025-03-11","7","45","2","-38","8"
"5384","AGRI COMM BRANCH ARASARKULAM            ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467696937","4000","2025-03-13","5","45","1","-40","6"
"5384","AGRI COMM BRANCH ARASARKULAM            ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562227343","-5000","2025-02-24","22","45","3","-23","23"
"5384","AGRI COMM BRANCH ARASARKULAM            ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466855165","-1000","2025-03-04","14","45","2","-31","15"
"5630","PALAKURICHI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562455323","-4000","2025-02-24","22","45","3","-23","23"
"5630","PALAKURICHI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224562455692","-2500","2025-02-24","22","45","3","-23","23"
"5630","PALAKURICHI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466598263","-3253.69","2025-03-01","17","45","2","-28","18"
"5630","PALAKURICHI ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466596331","6000","2025-03-01","17","45","1","-28","18"
"5630","PALAKURICHI ","CHENNAI","2","22","TRICHY","4","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS00000000467472172","3300","2025-03-11","7","15","7","-8","8"
"5632","AGRI COMM BRANCH TIRUVONAM              ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221402099387","-10000","2025-02-21","25","45","3","-20","26"
